#,utterance_id,translation,emotion_words,asl_gloss,count_asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks,count_face_eye_brows,count_face_eye_gaze,count_face_eye_aperture,count_face_nose,count_face_mouth,count_face_cheeks
1379835,7981391,The students must learn to listen to the teacher because the teacher is in charge.,learn;teacher;teacher,STUDENT;IX-loc-pl-arc;MUST;LEARN;HEAR/LISTEN;TEACHAGENT;TEACHAGENT;WHY;IX-3p:i;MANAGE/CONTROL,10,,,,topic,,,slightly back,,right;right,forward,,,slight rapid head shake,,forward;back;slightly forward;slightly back,,,raised;lowered;raised;slightly lowered,,wide;slightly squinted;blink;blink;slightly wide;wide;slightly squinted,,,,4,0,7,0,0,0
1379835,7982673,Do you know where to go?,,IX-2p;KNOW;WHERE;GO;IX-2p,5,,,yes-no question,,,,front,,slightly right,,,,,,slightly forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7983954,My friends crashed the party.,,FRIEND;IX-loc:i;(5)CRASH;(P)PARTY,4,,,,topic,,,slightly back,slightly right,slightly right,,,,,,slightly back,,,raised,,slightly wide;blink;blink;blink,,,,1,0,4,0,0,0
1379835,7986521,Where should the tree be? Next to the garage.,tree,TREE;PUT;WHERE;GARAGE/SUBMARINE;IX-3p:i,5,,,,,,,back;back,,slightly right,,,,slight rapid head shake;single;slight rapid head shake,,forward;back,,,lowered;slightly lowered;lowered,,slightly squinted;wide;squint,,,,3,0,3,0,0,0
1379835,7986522,Bob sent a letter.,letter,ns-fs-BOB;IX-loc:i;SEND;LETTER/MAIL,4,,,,topic,,,,,slightly right,,,,,,back,,,raised,,slightly wide,,,,1,0,1,0,0,0
1379835,7980898,I missed last months rent so now I have to pay double.,pay,IX-1p;MUST;(P)PAY;fs-RENT;TWICE;(25)WHY;PAST;ONE-MONTH;IX-1p;MISS/ASSUME;IX-1p,11,,,,sentence-initial adverb,,,front,,slightly right,,,,slight single head shake,,further forward;forward,,,lowered;lowered;raised;slightly raised,,further lowered;blink;blink;blink;wide;blink;wide,,,,4,0,7,0,0,0
1379835,7982180,Do I look good in this plaid shirt?,good,PLAID;SHIRT;FACE;GOOD/THANK-YOU;IX-1p,5,,,yes-no question,,,,front,slightly left,right;right,back,,,,,,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7983461,Is mom sick?,sick,MOTHER;SICK,2,,,yes-no question,,,,back,,slightly right,forward,,,,,,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7984742,Friends go together to the beach to lay out in the sun and tan.,beach;sun,FRIEND;GROUP/TOGETHER;DCL:crvd-5group go together;fs-BEACH;DCL:U/Hgroup laying down to tan;SUNSHINE;TAN,7,,,,topic,,,slightly back;further back,slightly left,slightly right,,single,,,,back;back,,,raised,,lowered lid,,,,1,0,1,0,0,0
1379835,7984743,Friends play frisbee.,,FRIEND;PLAY;FRISBEE,3,,,,topic,,,slightly back,,slightly right,,,,,,forward;forward,,,slightly raised,,,,,,1,0,0,0,0,0
1379835,7986027,Mom is sick.,sick,MOTHER;SICK,2,,,,topic,,,slightly back,,right,,,,,,,,,raised;further lowered,,slightly wide;further lowered;squint,,,,2,0,3,0,0,0
1379835,7987311,Did you buy a book?,,IX-2p;FINISH;BUY;BOOK;IX-2p,5,,,yes-no question,,,,front,,slightly right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7981687,Was I passed out drunk last night?,,IX-1p;LIE-DOWN;DRUNK;PASTNIGHT;PASTNIGHT,5,,,yes-no question,,,,slightly front,right,slightly right,,,,,,forward;slightly back;slightly forward,,,raised,,wide;squint;further lowered;wide,,,,1,0,4,0,0,0
1379835,7981688,Will you host a pizza dinner?,dinner,FUTURE;TAKE-UP;PIZZA_4;EATNIGHT;EATNIGHT,5,,,yes-no question,,,,front,,slightly right,,,,,,slightly forward;slightly forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7982968,Did Bob arrive at the post office?,arrive,ns-fs-BOB;FINISH;ARRIVE;PO,4,,,yes-no question,,,,front,,slightly right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7982969,Is that the only one horse playing on the farm?,horse;farm,ONLY;ONE;HORSE;PLAY;FLAT/FLOOR;FARM;QMwg,7,,,yes-no question,,,,back;front,left,,forward;forward,,,,,,,,raised-furrowed;raised,,squint;wide;lowered lid;wide,,,,2,0,4,0,0,0
1379835,7984249,The bride and groom ended their wedding with a dance.,bride;dance,HUSBAND;WIFE;IX-3p:i;DANCE;SHUT;WEDDING,6,,,,topic,,,front;slightly back,slightly left,right;right,,single,,,,forward,,,raised;slightly lowered,,wide;slightly lowered,,,,2,0,2,0,0,0
1379835,79797114,My friend wants to buy a plaid shrit because his friend invited him to a costume party.,friend;friend,FRIEND;IX-loc:i;WANT_2;BUY;PLAID;SHIRT;(25)WHY;OTHER;FRIEND;INVITE/HIRE;FOR;DRESS/CLOTHES;(P)PARTY,13,,,,,,,slightly back;front;back,,slightly right;slightly right;right;slightly right,slightly forward,,,rapid,,,,,raised;raised,other,squint;wide;slightly lowered,,,,2,1,3,0,0,0
1379835,7984250,I enjoyed talking with the two of them.,,IX-1p;ENJOY;CHAT;WITH;IX-pl-2:i/j,5,,,,,,,slightly back,slightly right,slightly left,,slight single head nod,,,,slightly back,,,slightly lowered,,closed;slightly lowered;blink;slightly lowered,,,,1,0,4,0,0,0
1379835,79797115,I need to buy shorts because it's hot outside.,hot,IX-1p;MUST;BUY;SHORTS;WHY;GO-OUT;(Y)WOW;HOT,8,,,,sentence-initial adverb,,,slightly back;slightly back,,slightly right;slightly left,back;forward;slightly back,,,,,,,,further lowered;lowered;raised,,further squinted;further lowered;slightly squinted;squint;wide;blink;blink,,,,3,0,7,0,0,0
1379835,79807100,My family vacation every year is in Florida because everyone loves the sun.,vacation;sun,POSS-1p;FAMILY;VACATION;GROUP/TOGETHER;EVERY-YEAR;WHERE;IX-3p:i;ns-FLA;WHY;EACHONE;EACHONE;KISS-FIST;SUNSHINE,13,,,,,,,back;front;slightly back,,slightly right,,,,slight rapid head shake;slight rapid head shake,,slightly forward;forward,,,raised;further raised;raised,,slightly lowered;slightly squinted;blink;wide;lowered lid;slightly wide;further lowered;blink,,,,3,0,8,0,0,0
1379835,7985533,Bob has a big dog.,,ns-fs-BOB;IX-loc:i;HAVE;WIDE;DOG,5,,,,topic,,,slightly front,further right,left,,,,single,,,,,raised;further lowered,,wide;further squinted;closed;squint,,,,2,0,4,0,0,0
1379835,7985534,Bob went to the post office.,,ns-fs-BOB;IX-loc:i;GO;PO,4,,,,topic,,,back,,slightly right,,,,,,forward,,,raised,,slightly lowered,,,,1,0,1,0,0,0
1379835,7986817,Was the movie good? Yes it was wonderful.,good;wonderful,MOVIE_2;GOOD/THANK-YOU;YES;WONDERFUL,4,,,,,,,,left,slightly right,,,,single,,forward,,,raised;lowered,,wide;further lowered;blink;further lowered;blink,,,,2,0,5,0,0,0
1379835,7986818,"Is it raining outside? No, it's beautiful and warm outside.",beautiful,GO-OUT;RAIN;GO-OUT;(Y)WOW;BEAUTIFUL;AND;WARM,7,negation,,,,,,front;back,,slightly right,,,,slight rapid head shake,,forward,,,raised;further lowered;lowered,,wide;further lowered;blink;blink;slightly squinted,,,,3,0,5,0,0,0
1379835,7981194,The teacher must clean the classroom everyday so that when the students come to class it will be clean.,teacher;clean;clean,TEACHAGENT;TEACHAGENT;IX-loc:i;MUST;NICE/CLEAN;CLASS_2BOX/ROOM;CLASS_2BOX/ROOM;EVERYDAY;WHY;STUDENT;GO;CLASS_2;IX-3p-pl-arc;NICE/CLEAN,14,,,,focus,,,back,,slightly right;slightly right,,,,,,slightly back;forward;forward;forward,,,slightly lowered;slightly lowered;lowered;raised;raised,down/left,slightly squinted;slightly squinted;blink;squint;wide;slightly squinted,,,,5,1,6,0,0,0
1379835,7982476,Is it healthy to lay out and tan?,healthy,LIE-DOWN;SUNSHINE;TAN;BRAVE/RECOVER,4,,,yes-no question,topic,,,further back;further front,,left,,,,,,back;forward,,,slightly raised;raised;further raised;raised-furrowed,,lowered lid;slightly wide;further lowered;wide,,,,4,0,4,0,0,0
1379835,7983756,Did Bob send the letter?,letter,ns-fs-BOB;IX-loc:i;FINISH;SEND;LETTER/MAIL,5,,,yes-no question,,,,further front,,right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7983757,Did the students really listen to the teacher?,teacher,STUDENT;REALLYWORK;REALLYWORK;HEAR/LISTEN;TEACHAGENT;TEACHAGENT,6,,,yes-no question,,,,,,right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7985038,I am introducing you to a new friend.,friend,INTRODUCE;NEW;FRIEND;IX-3p:i,4,,,,,,,back,,right,,single,,,,back;back,,,slightly lowered,,slightly lowered;slightly squinted,,,,1,0,2,0,0,0
1379835,7985039,Ask for directions. Where do I go?,,ASK;DIRECT/EXPLAIN;TRACE-PATH;WHERE;GO;part:indef,6,,whq,,,,,back,,slightly right,,,,,,forward,,,lowered,other,squint,,,,1,1,1,0,0,0
1379835,79796116,My sister wants a headband for her birthday because her hair is long and she wants a headband to keep it in place.,birthday;long,POSS-1p;SISTER;WANT_2;HEADBAND;FOR;POSS-3p:i;BIRTHDAY_3;WHY;HAIR;DCL:5long hair;HEADBAND,11,,,,,,,back,,slightly right;slightly right,forward;forward,,,,,,,,lowered;slightly raised,,lowered lid;slightly squinted;blink;slightly wide;further lowered;squint;wide;blink;blink,,,,2,0,9,0,0,0
1379835,7986324,Bob frequently gives his sweetheart roses.,sweetheart,ns-fs-BOB;j:GIVE:i;SWEETHEART;(R)FLOWER;j:GIVE:i;IX-3p:i,6,,,,topic;focus,,,back,slightly left,slightly right,,,,,,back;forward,,,raised;raised,to addressee,slightly wide;squint;slightly wide;slightly lowered,,,,2,1,4,0,0,0
1379835,79806101,Bob has a big dog because he loves to wrestle with it.,,ns-fs-BOB;IX-loc:i;HAVE;WIDE;DOG;WHY;IX-3p:i;LOVE;WRESTLE;DCL:5roughhouse,10,,,,topic,,,slightly back;slightly front;slightly front,,slightly right;slightly right,,,,single;slight rapid head shake;rapid,slow,slightly back;forward,,,raised;further lowered;raised;further lowered,,further squinted;blink;further squinted;blink;squint;lowered lid;blink;further squinted,,,,4,0,8,0,0,0
1379835,7981983,Did the bride and groom like their wedding?,bride,HUSBAND;WIFE;LIKE;POSS-3p:i;WEDDING;BUOY,6,,,yes-no question,,,,front,slightly left,slightly right,,single;slight single head nod;single,,,,forward;forward,,,slightly raised;raised,,wide,,,,2,0,1,0,0,0
1379835,7983264,Did I already pay the rent?,pay,IX-1p;FINISH;(P)PAY;EVERY-MONTH/RENT,4,,,yes-no question,,,,slightly back,,slightly right,,,,,,back;forward,,,lowered;slightly raised,,blink;slightly squinted;wide,,,,2,0,3,0,0,0
1379835,7984545,My sister went water tubing.,,POSS-1p;SISTER;GO;WATERDCL:crvd-Lwater tubing;WATERDCL:crvd-Lwater tubing,5,,,,,,,slightly back;back,,slightly right,,single,,,,back,,,slightly lowered,,slightly squinted;slightly lowered,,,,1,0,2,0,0,0
1379835,7984546,My friend wanted to buy a plaid shirt.,friend,FRIEND;IX-loc:i;WANT_2;BUY;PLAID;SHIRT,6,,,,,,,back,slightly left,right,,slight rapid head nod,,,,back;back;forward,,,,other,slightly squinted,,,,0,1,1,0,0,0
1379835,7985829,My aunt is making blueberry pie.,aunt,AUNT;IX-loc:i;MAKE;BLUEBERRY;BLUEBERRY;PIE,6,,,,topic,,,back,,slightly right,,,,,,,,,raised;slightly lowered,,slightly wide;squint,,,,2,0,2,0,0,0
1379835,7985830,I need to pay rent.,pay,IX-1p;MUST;(P)PAY;EVERY-MONTH/RENT,4,,,,,,,back,,,,,,,,back,,,lowered,,blink;squint;blink;slightly squinted;further lowered,,,,1,0,5,0,0,0
1379835,7987114,Did Donna give you the money?,money,IX-3p:i;ns-fs-DONNA;FINISH;i:GIVE-2p;MONEY,5,,,yes-no question,,,,slightly front,,slightly right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,79795117,The bride and groom danced at their wedding by picking their song.,bride,HUSBAND;WIFE;DANCE;POSS-3p:i;WEDDING;HOW;IX-3p:i;PICK/CHOOSE;POSS-3p:i;MUSIC,10,,,,,,,slightly front;front,,slightly right,,single,,rapid,,back,,,slightly raised;lowered,,slightly lowered;blink;squint;slightly lowered,,,,2,0,4,0,0,0
1379835,79795118,I enjoyed chatting with those two because we talked about ASL.,,IX-1p;ENJOY;CHAT;WITH;IX-pl-2:i/j;WHY;DISCUSS-INTENSELY;ASL,8,,,,,,,slightly back,,,forward,,,rapid,,,,,raised,,squint;squint,,,,1,0,2,0,0,0
1379835,79805102,Bob needs to go to the post office to buy stamps.,,ns-fs-BOB;IX-loc:i;MUST;GO;PO;(25)WHY;MUST;BUY;STAMP,9,,,,,,,slightly back,,slightly right;slightly right,,single,,slight rapid head shake,,back;forward,,,further lowered;raised,,slightly squinted;further squinted;slightly wide;wide,,,,2,0,4,0,0,0
1379835,79805103,The horse runs on the farm because it can't race.,horse;farm,HORSE;IX-loc:i;DCL:U/Hhorse galloping;FARM;WHY;IX-3p:i;OLD;COMPETITION;CANNOT,9,negation,,,topic,,,back,,,,,,slight single head shake;slight single head shake;slow,,slightly forward,,,raised;slightly lowered;raised;lowered,,slightly lowered;lowered lid;further lowered;lowered lid;further lowered;closed;further squinted,,,,4,0,7,0,0,0
1379835,7981490,Bob wrote and sent a love letter to his wife because their anniversary is coming up soon.,love;letter;coming,ns-fs-BOB;WRITE;RECORD;SEND/MAIL;LOVE;LETTER/MAIL;POSS-3p:i;WIFE;WHY;POSS-3p:i;(X-over-thumb)CELEBRATE;SOON,12,,,,,,,slightly back;slightly front,slightly left;slightly right,right;slightly right,slightly forward,,,slight rapid head shake,,forward,,,slightly raised;raised,watch hands;down/left,lowered lid;further lowered;blink;wide;slightly lowered,,,,2,2,5,0,0,0
1379835,7982771,Did the group of friends arrive at the movie theater?,arrive,FRIEND;GROUP/TOGETHER;DCL:crvd-5group go together;FINISH;ARRIVE;MOVIE_2;ACT,7,,,yes-no question,,,,front;further front,,slightly right,,,,,,slightly forward;forward,,,raised,,slightly wide,,,,1,0,1,0,0,0
1379835,7982772,Have you met my new friend?,friend,IX-2p;FINISH;MEET;POSS-1p;NEW;FRIEND;IX-3p:i,7,,,yes-no question,,,,front;slightly back,,right,forward,,,,,,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7984052,Your friend is messed up. He looks awful.,friend;awful,POSS-2p;FRIEND;IX-3p:i;INTERCOURSEfs-UP;INTERCOURSEfs-UP;IX-3p:i;FACE;WOW/AWFUL;IX-3p:i,9,,,,topic,,,slightly front;slightly back,right;slightly left,right,,,,slow,,back,,,raised-furrowed;lowered,down/right,squint;blink;lowered lid;blink;squint;blink;blink,,,,2,1,7,0,0,0
1379835,7984053,I was drunk last night.,,PASTNIGHT;PASTNIGHT;IX-1p;LIE-DOWN;DRUNK;IX-1p,6,,,,sentence-initial adverb,,,back,right,right,,,,,,slightly back;back,,,slightly raised,,blink;closed;lowered lid;blink,,,,1,0,4,0,0,0
1379835,7985336,The clothes are on sale.,,DRESS/CLOTHES;IX-loc:i;SALE;BUOY,4,,,,topic,,,front;further front,,slightly right,forward,,,,,,,,raised,,wide;wider,,,,1,0,2,0,0,0
1379835,7985337,Friends go out to the movie theater.,,FRIEND;GROUP/TOGETHER;DEPART;(nd-1)MOVIE;ACT,5,,,,topic,,,back,,slightly right,,,,,,forward;forward,,,slightly raised,,slightly lowered,,,,1,0,1,0,0,0
1379835,7986620,What time does mom finish work? At 2pm.,time,MOTHER;WORK;FINISH;TIME;TWO_2,5,,,,,,,slightly back;back,,slightly right,,,,slight rapid head shake,,forward,,,further raised;raised;lowered;lowered,,wide;slightly squinted;squint;lowered lid,,,,4,0,4,0,0,0
1379835,7980997,My aunt is an expert at making blue berry pies because she grew up making them.,aunt;expert;blue,AUNT;IX-loc:i;SKILL;MAKE;BLUEBERRY;BLUEBERRY;PIE;WHY;IX-3p:i;GROW-UP;MAKE,11,,,,topic,,,slightly back;slightly back,,slightly right;slightly right,,,,single;slight rapid head shake,,slightly forward;slightly forward;forward;slightly forward;slightly forward,,,raised;lowered;raised,,lowered lid;closed;lowered lid;lowered lid,,brr,,3,0,4,0,1,0
1379835,79794119,I'm moving to San Diego because I got a new job offer.,job;offer,ns-SD;IX-loc:i;IX-1p;MOVE-AWAY;WHY;NEW;WORK;SUGGEST-1p,8,,,,topic,,,slightly back,right,slightly right;slightly right,slightly forward,,,slight rapid head shake,,,,,raised;lowered;slightly raised,,lowered lid;closed;further lowered;blink;slightly squinted,,,,3,0,5,0,0,0
1379835,7982279,Does your sister like water tubing?,,POSS-2p;SISTER;KISS-FIST;WATERDCL:crvd-Lwater tubing;WATERDCL:crvd-Lwater tubing,5,,,yes-no question,,,,front,,slightly right,slightly forward,,,,,,,,raised,,slightly squinted;squint;lowered lid;slightly wide,,,,1,0,4,0,0,0
1379835,7983559,Does Bob like reading books?,reading,ns-fs-BOB;IX-loc:i;KISS-FIST;READ;BOOK,5,,,yes-no question,,,,front,,right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,79804104,The clothes are on sale because they used to be expensive.,,DRESS/CLOTHES;IX-loc:i;SALE;WHY;LONG-AGO;EXPENSIVE_2,6,,,,,,,slightly front,,slightly right;slightly right,,slight rapid head nod,,slight single head shake;slight rapid head shake,,forward;slightly forward;further forward,,,raised;raised,,wide;further lowered;closed;slightly wide,,,,2,0,4,0,0,0
1379835,7983560,Did the teacher clean the classroom?,teacher;clean,TEACHAGENT;TEACHAGENT;FINISH;NICE/CLEAN;CLASS_2BOX/ROOM;CLASS_2BOX/ROOM,6,,,yes-no question,,,,further front;slightly front,,slightly right,,,,,,forward,,,raised,,wide,,,,1,0,1,0,0,0
1379835,7984841,I like fireworks.,,IX-1p;LIKE;STARBOMB;STARBOMB,4,,,,,,,slightly back,,slightly right,back,single,,,,,,,lowered,,squint;blink,,,,1,0,2,0,0,0
1379835,7986126,The teacher cleans the classroom.,teacher,TEACHAGENT;TEACHAGENT;NICE/CLEAN;CLASS_2BOX/ROOM;CLASS_2BOX/ROOM,5,,,,,,,slightly back,,slightly right,,,,,,slightly back,,,,,,,,,0,0,0,0,0,0
1379835,7987410,"If I fail a test, my mom will blow her top.",top,IF;IX-1p;FAIL;TEST;5wave no;MOTHER;THINKBURST;THINKBURST,8,,,,,conditional,,further back,slightly right;left,,back,,,slight single head shake,,,,,raised-furrowed;raised;lowered,down,further squinted;blink;squint;wide;squint;closed,,,,3,1,6,0,0,0
1379835,7981786,Was your friend messed up?,friend,POSS-2p;FRIEND;THINK;INTERCOURSEfs-UP;INTERCOURSEfs-UP,5,,,yes-no question,,,,front,,slightly right,forward,,,slight rapid head shake,,forward;further forward,,,raised-furrowed,,slightly squinted;squint;wide,,,,1,0,3,0,0,0
1379835,7983067,Does Bob have a big dog?,,ns-fs-BOB;IX-loc:i;HAVE;WIDE;DOG,5,,,yes-no question,topic,,,front,slightly left,slightly right,,,,,,forward,,,raised;raised-furrowed;raised,,wide;squint;further lowered;squint;wide,,,,3,0,5,0,0,0
1379835,7984348,My sister wants a headband for her birthday.,birthday,POSS-1p;SISTER;IX-loc:i;WANT_2;HEADBAND;FOR;POSS-3p:i;BIRTHDAY_3,8,,,,,,,slightly back;back,,slightly right;slightly right,,,,,,forward,,,lowered,,squint;lowered lid;blink;slightly lowered,,,,1,0,4,0,0,0
1379835,79793120,My friend was f**ked up last night because he drank too much.,friend,POSS-1p;FRIEND;INTERCOURSEfs-UP;INTERCOURSEfs-UP;PASTNIGHT;PASTNIGHT;(25)WHY;(Y)DRINK;A-LOT,9,,,,,,,back,slightly left,slightly right,back,,,,,,,,slightly lowered;lowered;raised,,squint;closed;lowered lid;further lowered,,,,3,0,4,0,0,0
1379835,7985632,My family goes on vacation every year.,vacation,(bent-1)POSS-1p;FAMILY;VACATION;EVERY-YEAR,4,,,,topic,,,back;further back,,slightly right,,slight rapid head nod,,,,forward;slightly back,,,raised,,slightly lowered,,,,1,0,1,0,0,0
1379835,79793121,My friend was passed out drunk because he drank too much on his birthday.,friend;birthday,POSS-1p;FRIEND;LIE-DOWN;DRUNK;(25)WHY;IX-3p:i;(Y)DRINK;POSS-3p:i;BIRTHDAY_3;part:indef,10,,,,,,,,right,slightly right,further back,,,rapid,,,,,raised,,slightly squinted;closed;lowered lid;further squinted;lowered lid,,,,1,0,5,0,0,0
